mrxlocation,detectivelocation1,detectivelocation2,detectivelocation3,detectivelocation4,detectivelocation5,detective1taxi,detective1bus,detective1train,detective2taxi,detective2bus,detective2train,detective3taxi,detective3bus,detective3train,detective4taxi,detective4bus,detective4train,detective5taxi,detective5bus,detective5train,mrxtaxi,mrxbus,mrxtrain,mrxdouble,mrxsecret,turnsleft,newmrxlocation
63,111,36,67,157,39,9,6,4,7,8,4,8,7,4,8,7,4,7,8,4,18,6,2,0,3,18,80
80,35,25,133,100,13,6,8,4,6,8,4,8,6,4,9,5,4,8,7,3,19,8,3,0,3,17,99
99,127,38,80,65,89,8,5,4,5,8,4,8,5,4,5,8,4,8,7,2,21,9,4,0,3,16,98
98,88,22,24,133,63,7,7,2,5,7,4,4,8,4,8,4,4,7,5,4,23,11,4,0,3,15,110
110,141,34,100,89,13,7,4,4,5,6,4,7,4,4,6,7,2,3,8,4,25,13,4,0,3,14,99
99,22,133,63,46,67,5,5,4,6,4,4,7,3,4,3,8,3,6,7,1,25,15,6,0,3,13,98
98,13,34,127,80,111,3,8,2,4,5,4,6,3,4,6,3,4,6,7,0,26,16,8,0,3,12,79
79,124,102,100,23,47,5,7,0,6,2,4,5,3,4,3,7,2,3,5,4,28,18,8,0,3,11,78
78,13,109,111,67,62,3,6,2,4,7,0,5,2,4,6,1,4,2,5,4,30,21,8,0,2,10,77
77,65,52,96,79,124,6,0,4,3,5,2,3,7,0,1,5,4,5,1,4,32,24,8,0,1,9,58
58,67,35,78,77,109,3,4,2,5,0,4,0,5,4,5,0,4,2,7,0,35,26,8,0,0,8,44
44,36,124,78,46,82,4,0,4,1,7,0,4,0,4,0,4,4,3,3,2,37,28,8,0,0,7,31
31,67,49,77,1,61,3,2,2,3,0,4,1,6,0,0,4,3,3,0,4,38,30,9,0,0,6,18
18,124,62,66,13,46,1,5,0,2,0,4,2,0,4,3,2,1,0,4,2,39,31,11,0,0,5,43
43,48,67,77,46,74,1,0,4,1,0,4,1,4,0,3,2,0,0,4,1,40,32,13,0,0,4,31
31,13,34,58,78,33,1,0,3,0,0,4,0,3,1,1,3,0,2,2,0,41,34,14,0,0,3,43
43,74,46,77,32,34,0,2,1,1,0,2,1,2,0,1,2,0,0,0,4,41,36,15,0,0,2,31
31,19,74,94,95,34,0,2,0,1,0,1,0,1,1,0,2,0,0,0,4,42,37,16,0,0,1,18
170,141,138,155,123,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,185
185,161,122,154,134,150,10,8,4,11,7,4,10,8,4,10,8,4,10,8,4,7,4,3,2,5,23,124
124,138,127,123,153,128,9,8,4,9,8,4,11,6,4,10,7,4,10,7,4,9,6,2,1,5,21,112
112,140,115,152,163,148,10,7,3,8,8,4,8,8,4,10,7,3,10,6,4,11,5,4,0,5,19,99
99,138,149,191,102,139,7,8,4,9,6,4,10,6,3,7,8,4,9,7,3,14,6,4,0,5,18,110
110,130,67,163,123,124,8,7,3,7,7,4,10,5,3,8,6,4,6,8,4,16,8,4,0,5,17,98
98,149,131,153,77,13,7,6,4,7,7,3,10,5,2,6,7,4,7,7,3,17,9,6,0,5,16,79
79,123,111,114,78,23,6,6,4,10,5,1,6,7,3,6,6,4,7,6,3,18,11,7,0,5,15,62
62,101,3,153,144,46,5,7,3,7,5,3,10,5,0,6,5,4,6,5,4,18,14,8,0,5,14,48
48,12,124,100,123,79,6,5,3,10,4,0,4,7,3,6,4,4,6,5,3,19,16,9,0,5,13,35
35,124,23,109,63,111,6,3,4,5,5,3,9,4,0,6,4,3,4,6,3,20,19,9,0,5,12,36
36,65,111,110,153,3,6,3,3,6,2,4,8,4,0,4,6,2,5,4,3,20,22,10,0,5,11,37
37,124,11,111,67,35,4,5,2,4,4,3,7,4,0,6,2,3,5,3,3,22,23,11,0,5,10,50
50,100,22,77,36,66,7,3,0,3,4,3,4,4,2,4,3,3,5,2,3,24,25,11,0,5,9,38
38,65,78,37,23,101,4,2,3,4,3,2,3,3,3,2,4,3,6,3,0,27,26,11,0,5,8,25
25,82,46,3,36,66,5,3,0,4,2,2,2,3,3,2,3,3,3,2,3,29,28,11,0,5,7,14
14,82,13,37,23,67,2,2,3,4,2,1,1,3,3,2,2,3,5,2,0,30,30,12,0,5,6,25
25,140,24,68,13,52,2,1,3,0,3,3,4,2,0,1,2,3,4,1,1,33,32,12,0,4,5,38
38,14,153,51,67,24,1,1,3,2,1,2,3,2,0,4,0,1,0,3,3,33,34,13,0,4,4,50
50,111,39,25,66,24,2,1,1,2,2,0,0,1,3,3,0,1,0,3,3,35,34,14,0,4,3,37
37,67,26,49,25,24,2,1,0,1,2,0,2,0,1,0,1,3,0,3,3,36,34,15,0,4,2,36
36,50,15,66,25,24,1,0,1,0,2,0,1,1,0,0,1,3,0,3,3,38,34,15,0,4,1,35
45,103,91,94,26,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,76
76,39,129,93,90,102,10,8,4,10,8,4,11,7,4,10,8,4,10,8,4,6,4,3,1,5,22,62
62,105,117,67,92,52,9,8,4,9,8,4,10,7,4,10,7,4,9,8,4,8,5,3,0,5,20,48
48,13,74,79,88,89,9,7,4,9,7,4,10,7,3,8,8,4,8,8,4,10,6,4,0,5,19,35
35,89,94,67,46,62,7,8,4,9,6,4,8,8,3,9,7,3,9,7,3,11,7,6,0,5,18,36
36,13,61,77,1,111,7,8,3,8,7,3,9,5,4,9,7,2,8,8,2,11,8,9,0,5,17,35
35,58,78,100,62,67,9,6,2,8,5,4,8,7,2,7,7,3,7,8,2,12,10,10,0,5,16,36
36,82,79,48,46,65,8,6,2,7,5,4,6,7,3,9,5,2,7,7,2,13,13,10,0,5,15,49
49,35,63,46,67,34,5,7,3,7,6,2,7,5,3,8,5,2,9,4,2,13,16,11,0,5,14,50
50,23,13,65,22,48,8,4,2,7,5,2,7,5,2,4,7,3,8,4,2,14,18,12,0,5,13,38
38,34,82,3,67,12,7,4,2,7,4,2,4,6,3,7,5,1,7,4,2,15,20,13,0,5,12,24
24,3,67,46,23,51,6,4,2,7,3,2,7,3,2,4,5,3,6,5,1,16,23,13,0,5,11,37
166,94,29,112,103,123,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,181
181,124,102,111,55,74,11,7,4,10,8,4,10,8,4,11,7,4,11,7,4,5,6,3,2,5,23,182
182,89,67,111,153,58,11,6,4,10,7,4,11,6,4,10,8,3,11,6,4,4,10,4,2,5,22,183
183,77,111,140,124,166,11,5,4,10,7,3,11,6,3,11,5,4,9,8,3,4,12,6,2,5,21,196
196,181,163,124,153,133,8,8,3,10,7,2,11,4,4,11,4,4,11,5,3,4,15,7,2,5,20,197
197,130,153,193,185,127,10,4,4,10,7,1,7,8,3,11,4,3,11,4,3,5,16,9,2,5,19,196
196,166,139,133,128,194,9,7,1,9,4,4,10,4,3,11,4,2,6,8,3,8,16,10,2,5,18,197
197,192,157,153,140,185,5,8,3,10,3,3,8,7,1,8,4,4,11,4,1,10,17,11,2,5,17,196
196,187,156,191,89,184,11,3,1,10,2,3,4,8,3,8,4,3,8,6,1,10,20,12,2,5,16,183
183,140,169,185,190,197,8,4,2,9,2,3,11,2,1,3,8,3,7,6,1,12,21,13,2,5,15,182
182,176,153,156,186,184,3,7,3,8,4,1,8,2,3,10,2,1,6,6,1,14,22,14,2,5,14,195
195,154,185,190,180,196,8,1,3,9,2,1,3,6,3,8,3,1,5,6,1,15,25,14,2,5,13,194
194,192,197,156,193,184,2,6,3,4,6,1,8,0,3,7,3,1,8,2,1,18,26,14,2,5,12,182
182,181,196,155,195,194,6,3,1,7,2,1,7,0,3,3,6,1,1,6,3,21,26,14,1,5,10,166
166,193,197,184,182,167,0,6,3,2,6,1,6,2,1,5,3,1,6,0,3,24,26,14,0,5,8,151
151,184,153,196,183,193,1,6,1,5,0,3,5,2,1,4,3,1,0,6,3,27,26,14,0,5,7,165
165,152,180,197,166,193,4,0,3,1,5,1,4,2,1,3,3,1,0,6,3,29,27,14,0,5,6,179
179,151,184,153,190,193,2,3,1,3,2,1,3,0,3,1,4,1,0,6,3,32,28,14,0,4,5,164
164,180,169,165,185,193,1,3,1,2,2,1,1,3,1,3,0,2,0,6,3,33,29,15,0,4,4,147
147,186,184,123,181,193,2,0,2,1,2,1,1,2,1,0,3,1,0,6,3,35,30,15,0,4,3,164
164,198,148,180,181,193,1,0,2,0,2,1,1,1,1,0,3,1,0,6,3,36,31,15,0,4,2,147
147,153,186,148,181,193,1,0,1,0,0,2,0,2,1,0,3,1,0,6,3,36,32,15,0,4,1,164
104,138,155,112,117,103,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,104
104,85,88,100,154,150,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,116
116,140,138,81,103,89,9,8,4,9,8,4,9,8,4,9,8,4,9,8,4,11,3,3,0,4,20,127
127,102,82,124,133,13,8,8,4,8,8,4,8,8,4,9,7,4,9,8,3,14,4,4,0,3,19,126
126,157,52,111,140,127,9,6,4,9,7,3,8,7,4,8,7,4,8,7,4,13,9,4,0,3,18,114
114,126,82,142,67,40,7,7,4,8,6,4,9,5,4,8,7,3,8,7,3,14,11,5,0,3,17,131
131,52,82,141,81,115,7,7,3,8,6,3,8,5,4,7,6,4,6,7,4,17,12,5,0,3,16,125
125,64,100,158,114,67,6,6,4,8,5,3,7,5,4,5,7,4,7,6,3,19,14,5,0,3,15,112
132,138,117,174,103,53,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,114
114,102,173,88,124,69,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,3,2,5,23,114
114,68,188,117,123,115,9,8,4,9,8,4,9,8,4,10,7,4,9,8,4,10,4,3,1,5,21,131
131,88,187,67,124,126,8,8,4,8,8,4,8,8,4,10,6,4,8,8,4,13,5,3,1,5,20,125
125,114,153,128,89,111,7,8,4,10,5,4,8,7,4,7,8,4,8,8,3,14,7,4,1,5,19,99
99,140,185,111,115,100,7,8,3,8,7,3,10,5,3,6,8,4,8,7,3,13,8,7,0,5,17,98
98,63,127,112,184,153,8,6,3,5,8,4,9,5,3,8,6,3,7,8,2,14,10,8,0,5,16,97
97,180,111,99,102,79,8,5,3,7,8,1,8,5,3,5,7,4,7,6,3,15,12,9,0,5,15,109
109,67,124,153,98,78,5,6,4,7,7,1,8,4,3,7,5,3,7,5,3,15,16,9,0,5,14,96
96,124,111,110,109,77,8,3,3,5,6,3,6,5,3,6,7,1,6,5,3,17,17,10,0,5,13,97
97,109,67,110,96,98,7,3,3,5,6,2,5,7,1,5,5,3,5,5,3,20,17,11,0,5,12,78
78,23,96,98,79,97,5,5,2,6,3,3,4,7,1,4,5,3,4,5,3,23,18,11,0,5,11,61
61,79,78,13,62,77,3,7,1,3,5,3,4,5,2,3,5,3,5,3,3,27,18,11,0,5,10,60
60,79,14,61,76,46,3,4,3,4,4,2,2,5,3,4,3,3,3,7,0,28,20,12,0,5,9,45
106,155,112,91,141,103,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,108
108,86,105,99,154,134,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,2,3,1,5,22,117
117,140,112,118,108,104,9,8,4,9,8,4,9,8,4,10,7,4,9,8,4,12,2,3,0,4,20,88
88,86,111,128,116,129,8,8,4,8,8,4,9,8,3,10,6,4,8,8,4,14,3,4,0,4,19,89
89,117,100,116,127,140,7,8,4,8,7,4,8,7,4,10,5,4,9,8,2,14,6,5,0,4,18,13
13,102,128,86,88,111,10,4,4,9,8,1,8,6,4,6,8,4,8,6,4,15,9,5,0,4,17,14
14,100,117,89,67,116,8,5,4,5,8,4,9,8,0,10,3,4,8,5,4,16,11,6,0,4,16,25
25,55,88,111,13,127,9,7,0,4,8,4,8,4,4,10,3,3,7,5,4,17,13,7,0,4,15,38
38,115,79,54,89,24,6,5,4,8,4,3,8,7,0,3,8,4,9,3,3,20,13,8,0,4,14,50
50,13,67,102,41,55,8,3,3,8,4,2,5,5,4,7,7,0,3,7,4,22,14,9,0,4,13,49
49,54,15,67,51,52,2,7,4,7,6,0,5,4,4,7,4,2,8,2,3,23,17,9,0,4,12,50
50,51,41,39,14,66,7,2,3,1,7,4,6,4,2,6,6,0,4,4,4,27,17,9,0,4,11,37
37,51,49,29,13,38,5,4,2,3,4,4,0,7,4,6,5,0,6,2,3,30,18,9,0,4,10,36
36,55,50,52,66,24,0,6,4,5,2,3,4,4,2,2,4,4,5,5,0,33,19,9,0,4,9,35
35,89,37,49,65,13,0,5,4,4,5,0,4,2,3,1,4,4,4,3,2,35,21,9,0,4,8,48
48,66,35,13,23,36,3,2,3,0,4,4,0,5,3,4,2,2,3,5,0,37,22,10,0,4,7,62
62,12,46,37,67,35,3,2,2,0,5,2,2,5,0,2,2,3,0,4,4,39,22,11,0,4,6,48
48,36,66,23,79,35,1,5,0,1,2,3,2,2,2,0,5,1,0,4,4,41,22,12,0,4,5,62
62,37,67,13,63,35,0,5,0,0,2,3,1,2,2,0,4,1,0,4,4,43,23,12,0,4,4,61
61,13,34,46,37,35,0,2,2,0,3,1,1,2,1,0,5,0,0,4,4,42,24,14,0,4,3,60
60,46,79,14,37,35,0,2,1,1,2,0,0,1,2,0,5,0,0,4,4,41,26,15,0,4,2,76
76,15,13,62,37,35,0,0,2,0,2,0,0,2,0,0,5,0,0,4,4,41,27,16,0,4,1,60
45,174,112,103,29,26,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,61
61,15,55,102,161,125,10,8,4,11,7,4,10,8,4,10,8,4,10,8,4,6,4,3,1,5,22,79
79,112,128,67,89,41,9,8,4,10,7,4,10,7,4,11,6,4,10,7,4,6,8,3,0,4,20,98
98,52,89,55,82,125,10,6,4,10,7,3,11,5,4,10,6,4,8,8,4,7,11,4,0,3,19,97
97,112,81,89,67,51,7,8,4,9,6,4,11,4,4,10,7,2,9,6,4,9,12,5,0,3,18,96
96,52,23,88,64,111,8,6,4,10,6,2,10,4,4,8,6,4,6,8,4,12,13,5,0,3,17,109
109,89,12,81,13,153,9,4,4,9,6,2,7,6,4,8,5,4,6,8,3,14,14,6,0,3,16,97
97,3,100,52,124,67,8,6,2,6,6,4,8,4,4,6,7,3,9,4,3,15,16,7,0,3,15,96
96,22,13,82,109,111,8,5,2,8,3,4,6,5,4,5,7,3,9,4,2,15,19,8,0,3,14,77
77,110,97,67,23,65,8,4,2,4,7,3,6,4,4,7,3,4,8,4,2,17,21,8,0,3,13,58
58,63,67,78,109,51,8,3,2,7,2,4,3,7,3,7,4,2,5,4,4,20,22,8,0,3,12,1
1,67,96,13,34,79,4,4,4,6,4,2,7,2,3,8,2,2,3,6,3,22,23,9,0,3,11,9
9,93,10,13,77,46,3,6,2,7,2,2,4,4,3,5,4,2,7,2,2,24,23,12,0,2,10,20
20,21,46,94,76,33,6,2,2,4,4,2,3,5,2,4,4,2,6,2,2,26,24,13,0,2,9,9
9,33,93,58,60,20,5,2,2,3,4,2,4,3,2,3,4,2,5,2,2,28,26,13,0,2,8,19
19,9,92,32,45,59,4,2,2,2,4,2,4,2,2,2,4,2,3,3,2,32,26,13,0,2,7,8
8,46,1,73,19,58,1,4,2,3,2,2,1,4,2,3,2,2,2,3,2,36,26,13,0,2,6,18
18,9,33,57,8,44,2,2,2,0,4,2,0,4,2,2,2,2,1,3,2,40,26,13,0,2,5,43
71,112,138,174,103,91,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,67
67,105,86,161,124,111,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,2,1,5,22,13
13,153,69,89,67,128,10,7,4,9,8,4,10,7,4,10,8,3,10,7,4,9,6,1,0,5,20,24
24,142,67,53,23,140,10,6,4,10,7,3,8,8,4,10,7,3,10,7,3,9,8,3,0,5,19,38
38,37,118,65,40,139,9,7,3,9,6,4,10,6,3,7,8,4,9,7,3,12,9,3,0,5,18,25
25,41,82,23,116,140,6,8,4,10,5,3,8,7,3,8,6,4,8,7,3,15,10,3,0,5,17,14
14,89,86,22,67,29,8,7,2,8,5,4,7,7,3,10,4,3,6,7,4,15,13,4,0,5,16,25
25,51,23,52,13,15,9,4,3,6,7,3,8,4,4,8,7,1,6,6,4,16,15,5,0,5,15,38
38,41,67,37,39,14,6,5,4,8,3,4,5,7,3,8,4,3,8,6,1,17,18,5,0,5,14,51
51,138,141,155,174,123,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,82
82,154,133,173,122,124,10,8,4,10,8,4,10,8,4,11,7,4,10,8,4,7,3,3,1,5,22,132
132,144,109,188,127,139,11,6,4,9,8,4,9,8,4,10,7,4,9,8,4,10,4,3,0,4,20,114
114,153,115,199,110,177,8,8,4,9,7,4,8,8,4,8,8,4,10,6,4,14,4,3,0,4,19,101
101,176,128,114,99,140,9,6,4,8,7,4,8,7,4,7,8,4,8,8,3,16,5,4,0,4,18,100
100,110,177,126,156,188,6,8,4,8,6,4,7,7,4,7,8,3,7,7,4,20,5,4,0,4,17,112
112,199,140,115,163,98,6,7,4,7,7,3,6,7,4,7,6,4,5,8,4,23,6,4,0,4,16,100
100,198,133,99,114,111,5,7,4,7,6,3,4,8,4,5,7,4,7,6,3,25,7,5,0,4,15,63
63,187,127,80,131,67,4,7,4,7,5,3,3,8,4,4,7,4,7,6,2,28,8,6,0,3,14,34
34,133,185,125,63,65,7,4,3,4,6,4,3,7,4,2,8,4,7,5,2,30,11,6,0,2,13,47
47,113,127,170,48,66,2,7,4,7,3,3,3,6,4,1,8,4,6,5,2,34,12,6,0,1,12,46
46,126,185,100,67,34,6,3,3,2,6,4,1,7,4,5,5,2,0,8,4,38,12,6,0,1,11,1
1,153,140,22,82,13,2,6,3,5,3,3,0,7,4,1,6,4,5,5,1,39,14,7,0,1,10,8
8,153,23,65,34,111,5,3,2,5,4,1,1,5,4,0,6,4,2,6,2,38,17,9,0,1,9,19
19,22,64,46,79,124,5,3,1,0,5,4,0,5,4,2,6,1,5,2,2,38,20,10,0,1,8,32
32,34,62,74,77,64,5,2,1,1,6,1,0,5,3,5,1,2,0,5,4,38,22,11,0,1,7,19
19,48,94,58,47,64,0,6,1,0,4,3,5,0,2,4,2,1,0,5,4,39,24,11,0,1,6,32
32,77,46,57,48,64,0,3,3,3,2,1,4,0,2,0,6,1,0,5,4,40,25,11,0,1,5,19
19,43,94,1,48,64,3,0,2,0,2,3,3,1,1,0,6,1,0,5,4,40,27,11,0,1,4,32
32,93,31,58,48,64,0,1,3,2,0,2,3,0,1,0,6,1,0,5,4,40,29,11,0,1,3,19
19,43,45,79,48,64,1,0,2,2,0,1,0,1,2,0,6,1,0,5,4,41,29,12,0,1,2,9
9,78,57,46,48,64,0,0,2,0,0,2,1,0,1,0,6,1,0,5,4,42,30,12,0,1,1,19
78,103,50,174,91,26,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,67
67,39,105,161,102,37,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,9,2,2,1,5,22,112
112,23,135,89,86,51,9,8,4,10,7,4,10,7,4,10,7,4,9,8,4,10,5,1,0,5,20,125
125,39,52,67,161,13,8,8,4,10,6,4,10,7,3,10,6,4,9,7,4,10,8,2,0,5,19,131
131,128,52,86,79,23,10,5,4,7,8,4,10,5,4,10,7,2,8,7,4,11,10,3,0,5,18,130
130,22,111,102,67,140,8,6,4,10,7,1,10,4,4,7,7,4,10,5,3,10,13,5,0,5,17,131
131,132,66,112,65,103,9,5,3,6,7,4,9,7,1,8,5,4,9,4,4,13,14,5,0,5,16,130
130,102,63,82,114,125,8,4,4,8,4,4,5,7,4,8,5,3,8,7,1,16,15,5,0,5,15,139
139,112,131,140,79,127,7,7,1,7,5,3,5,6,4,8,3,4,8,3,4,17,18,5,0,5,14,154
154,98,115,125,111,153,7,3,4,7,3,4,6,5,3,6,7,1,5,6,3,20,18,6,0,5,13,155
155,114,131,110,163,184,6,3,4,5,5,3,6,3,4,6,7,0,5,5,3,22,19,7,0,5,12,167
167,191,130,126,111,196,6,6,0,4,5,3,5,3,4,5,3,4,4,5,3,25,20,7,0,5,11,168
168,153,165,184,124,140,5,3,3,6,5,0,3,5,3,3,5,3,4,3,4,27,21,8,0,5,10,155
155,130,133,180,168,166,2,5,3,4,2,4,5,5,0,2,5,3,4,3,3,30,22,8,0,5,9,156
156,184,181,193,124,157,1,5,3,3,3,3,4,5,0,1,5,3,4,1,4,33,23,8,0,5,8,140
140,193,185,194,138,180,2,3,3,4,0,4,3,5,0,0,5,3,1,4,3,35,25,8,0,5,7,89
89,192,128,180,153,138,2,5,0,4,0,3,1,3,3,1,3,3,0,5,3,37,26,8,0,5,6,55
55,124,184,191,140,138,1,2,3,1,2,3,1,5,0,4,0,2,0,5,3,38,28,9,0,4,5,29
29,179,185,111,133,138,0,5,0,0,2,3,0,2,3,3,0,2,0,5,3,42,27,9,0,4,4,17
17,187,67,140,179,138,0,1,3,0,2,2,2,0,2,0,5,0,0,5,3,43,28,10,0,3,3,7
7,128,79,126,179,138,0,0,3,0,2,1,1,0,2,0,5,0,0,5,3,43,29,11,0,3,2,17
17,115,89,63,179,138,0,0,2,0,0,2,0,1,1,0,5,0,0,5,3,43,30,12,0,3,1,30
127,91,26,50,123,138,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,133
133,152,124,38,72,15,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,3,2,5,23,157
